performance_country,composer,composer_nationality,gender,work,performances
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Das Rheingold,2
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Das Rheingold,2
Russia,"Wagner,Richard",Germany,m,Das Rheingold,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,11
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,8
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,9
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,6
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,2
Russia,"Wagner,Richard",Germany,m,Die Walkure,1
Russia,"Wagner,Richard",Germany,m,Die Walkure,2
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,1
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,1
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,1
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,1
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,2
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,1
Russia,"Wagner,Richard",Germany,m,Gotterdammerung,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,3
Russia,"Wagner,Richard",Germany,m,Lohengrin,3
Russia,"Wagner,Richard",Germany,m,Lohengrin,2
Russia,"Wagner,Richard",Germany,m,Lohengrin,3
Russia,"Wagner,Richard",Germany,m,Lohengrin,1
Russia,"Wagner,Richard",Germany,m,"Rienzi, der letzte der Tribunen",1
Russia,"Wagner,Richard",Germany,m,"Rienzi, der letzte der Tribunen",3
Russia,"Wagner,Richard",Germany,m,"Rienzi, der letzte der Tribunen",1
Russia,"Wagner,Richard",Germany,m,Siegfried,1
Russia,"Wagner,Richard",Germany,m,Siegfried,1
Russia,"Wagner,Richard",Germany,m,Siegfried,1
Russia,"Wagner,Richard",Germany,m,Siegfried,1
Russia,"Wagner,Richard",Germany,m,Siegfried,2
Russia,"Wagner,Richard",Germany,m,Siegfried,1
Russia,"Wagner,Richard",Germany,m,Siegfried,2
Russia,"Wagner,Richard",Germany,m,Tannhauser,9
Russia,"Wagner,Richard",Germany,m,Tannhauser,5
Russia,"Wagner,Richard",Germany,m,Tannhauser,4
Russia,"Wagner,Richard",Germany,m,Tannhauser,1
Russia,"Wagner,Richard",Germany,m,Tannhauser,2
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,2
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,5
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,3
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,2
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Russia,"Wagner,Richard",Germany,m,Tristan und Isolde,2
Serbia,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
Serbia,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Slovakia,"Wagner,Richard",Germany,m,Die Feen,4
Slovakia,"Wagner,Richard",Germany,m,Die Feen,5
Slovakia,"Wagner,Richard",Germany,m,Lohengrin,4
Slovakia,"Wagner,Richard",Germany,m,Lohengrin,4
Slovakia,"Wagner,Richard",Germany,m,Lohengrin,3
Slovenia,"Wagner,Richard",Germany,m,Das Rheingold,1
Slovenia,"Wagner,Richard",Germany,m,Das Rheingold,5
Slovenia,"Wagner,Richard",Germany,m,Das Rheingold,1
Slovenia,"Wagner,Richard",Germany,m,Der fliegende Hollander,8
Slovenia,"Wagner,Richard",Germany,m,Die Walkure,1
Slovenia,"Wagner,Richard",Germany,m,Lohengrin,1
Slovenia,"Wagner,Richard",Germany,m,Tristan und Isolde,1
South Africa,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
South Korea,"Wagner,Richard",Germany,m,Das Rheingold,1
South Korea,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
South Korea,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
South Korea,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
South Korea,"Wagner,Richard",Germany,m,Die Walkure,1
South Korea,"Wagner,Richard",Germany,m,Lohengrin,2
South Korea,"Wagner,Richard",Germany,m,Lohengrin,3
South Korea,"Wagner,Richard",Germany,m,Parsifal,3
South Korea,"Wagner,Richard",Germany,m,Tannhauser,2
Spain,"Wagner,Richard",Germany,m,Das Liebesverbot,1
Spain,"Wagner,Richard",Germany,m,Das Liebesverbot,9
Spain,"Wagner,Richard",Germany,m,Das Rheingold,8
Spain,"Wagner,Richard",Germany,m,Das Rheingold,4
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,8
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,10
Spain,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Spain,"Wagner,Richard",Germany,m,Die Walkure,9
Spain,"Wagner,Richard",Germany,m,Die Walkure,4
Spain,"Wagner,Richard",Germany,m,Die Walkure,4
Spain,"Wagner,Richard",Germany,m,Gotterdammerung,3
Spain,"Wagner,Richard",Germany,m,Gotterdammerung,6
Spain,"Wagner,Richard",Germany,m,Lohengrin,2
Spain,"Wagner,Richard",Germany,m,Lohengrin,13
Spain,"Wagner,Richard",Germany,m,Parsifal,3
Spain,"Wagner,Richard",Germany,m,Parsifal,10
Spain,"Wagner,Richard",Germany,m,"Rienzi, der letzte der Tribunen",2
Spain,"Wagner,Richard",Germany,m,Siegfried,4
Spain,"Wagner,Richard",Germany,m,Siegfried,7
Spain,"Wagner,Richard",Germany,m,Siegfried,4
Spain,"Wagner,Richard",Germany,m,Tannhauser,2
Spain,"Wagner,Richard",Germany,m,Tannhauser,3
Spain,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Spain,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Spain,"Wagner,Richard",Germany,m,Tristan und Isolde,8
Spain,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Spain,"Wagner,Richard",Germany,m,Tristan und Isolde,7
Sweden,"Wagner,Richard",Germany,m,Das Rheingold,2
Sweden,"Wagner,Richard",Germany,m,Das Rheingold,2
Sweden,"Wagner,Richard",Germany,m,Der fliegende Hollander,21
Sweden,"Wagner,Richard",Germany,m,Der fliegende Hollander,11
Sweden,"Wagner,Richard",Germany,m,Die Walkure,4
Sweden,"Wagner,Richard",Germany,m,Die Walkure,2
Sweden,"Wagner,Richard",Germany,m,Gotterdammerung,2
Sweden,"Wagner,Richard",Germany,m,Parsifal,7
Sweden,"Wagner,Richard",Germany,m,Parsifal,6
Sweden,"Wagner,Richard",Germany,m,Siegfried,2
Sweden,"Wagner,Richard",Germany,m,Tannhauser,6
Sweden,"Wagner,Richard",Germany,m,Tristan und Isolde,7
Sweden,"Wagner,Richard",Germany,m,Tristan und Isolde,4
Switzerland,"Wagner,Richard",Germany,m,Das Rheingold,6
Switzerland,"Wagner,Richard",Germany,m,Das Rheingold,1
Switzerland,"Wagner,Richard",Germany,m,Das Rheingold,2
Switzerland,"Wagner,Richard",Germany,m,Das Rheingold,2
Switzerland,"Wagner,Richard",Germany,m,Der fliegende Hollander,13
Switzerland,"Wagner,Richard",Germany,m,Der fliegende Hollander,14
Switzerland,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
Switzerland,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
Switzerland,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
Switzerland,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,3
Switzerland,"Wagner,Richard",Germany,m,Die Walkure,6
Switzerland,"Wagner,Richard",Germany,m,Gotterdammerung,6
Switzerland,"Wagner,Richard",Germany,m,Gotterdammerung,1
Switzerland,"Wagner,Richard",Germany,m,Lohengrin,14
Switzerland,"Wagner,Richard",Germany,m,Lohengrin,10
Switzerland,"Wagner,Richard",Germany,m,Lohengrin,11
Switzerland,"Wagner,Richard",Germany,m,Lohengrin,7
Switzerland,"Wagner,Richard",Germany,m,Lohengrin,4
Switzerland,"Wagner,Richard",Germany,m,Parsifal,3
Switzerland,"Wagner,Richard",Germany,m,Parsifal,1
Switzerland,"Wagner,Richard",Germany,m,Parsifal,4
Switzerland,"Wagner,Richard",Germany,m,Siegfried,6
Switzerland,"Wagner,Richard",Germany,m,Siegfried,1
Switzerland,"Wagner,Richard",Germany,m,Tannhauser,4
Switzerland,"Wagner,Richard",Germany,m,Tannhauser,8
Switzerland,"Wagner,Richard",Germany,m,Tristan und Isolde,4
Thailand,"Wagner,Richard",Germany,m,Siegfried,1
Turkey,"Wagner,Richard",Germany,m,Tannhauser,1
Ukraine,"Wagner,Richard",Germany,m,Der fliegende Hollander,7
Ukraine,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Ukraine,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Ukraine,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Ukraine,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
Ukraine,"Wagner,Richard",Germany,m,Tannhauser,1
United Kingdom,"Wagner,Richard",Germany,m,Das Liebesverbot,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,4
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,3
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,2
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Das Rheingold,1
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,6
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,1
United Kingdom,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
United Kingdom,"Wagner,Richard",Germany,m,Die Feen,1
United Kingdom,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,8
United Kingdom,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,10
United Kingdom,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,7
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,4
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,3
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,2
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,1
United Kingdom,"Wagner,Richard",Germany,m,Die Walkure,6
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,4
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,3
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,2
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,2
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Gotterdammerung,1
United Kingdom,"Wagner,Richard",Germany,m,Lohengrin,2
United Kingdom,"Wagner,Richard",Germany,m,Lohengrin,5
United Kingdom,"Wagner,Richard",Germany,m,Lohengrin,7
United Kingdom,"Wagner,Richard",Germany,m,Parsifal,1
United Kingdom,"Wagner,Richard",Germany,m,Parsifal,6
United Kingdom,"Wagner,Richard",Germany,m,Parsifal,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,3
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,4
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,3
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,2
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Siegfried,1
United Kingdom,"Wagner,Richard",Germany,m,Tannhauser,1
United Kingdom,"Wagner,Richard",Germany,m,Tannhauser,7
United Kingdom,"Wagner,Richard",Germany,m,Tannhauser,5
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,1
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,6
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,4
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,8
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,2
United Kingdom,"Wagner,Richard",Germany,m,Tristan und Isolde,4
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,5
United States,"Wagner,Richard",Germany,m,Das Rheingold,1
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,6
United States,"Wagner,Richard",Germany,m,Das Rheingold,5
United States,"Wagner,Richard",Germany,m,Das Rheingold,2
United States,"Wagner,Richard",Germany,m,Das Rheingold,1
United States,"Wagner,Richard",Germany,m,Das Rheingold,5
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,3
United States,"Wagner,Richard",Germany,m,Das Rheingold,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,12
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,6
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,7
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,7
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,7
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,7
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,3
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,5
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,4
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,2
United States,"Wagner,Richard",Germany,m,Der fliegende Hollander,6
United States,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,7
United States,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,7
United States,"Wagner,Richard",Germany,m,Die Meistersinger von Nurnberg,6
United States,"Wagner,Richard",Germany,m,Die Walkure,3
United States,"Wagner,Richard",Germany,m,Die Walkure,4
United States,"Wagner,Richard",Germany,m,Die Walkure,3
United States,"Wagner,Richard",Germany,m,Die Walkure,1
United States,"Wagner,Richard",Germany,m,Die Walkure,5
United States,"Wagner,Richard",Germany,m,Die Walkure,3
United States,"Wagner,Richard",Germany,m,Die Walkure,7
United States,"Wagner,Richard",Germany,m,Die Walkure,3
United States,"Wagner,Richard",Germany,m,Gotterdammerung,3
United States,"Wagner,Richard",Germany,m,Gotterdammerung,3
United States,"Wagner,Richard",Germany,m,Gotterdammerung,1
United States,"Wagner,Richard",Germany,m,Gotterdammerung,4
United States,"Wagner,Richard",Germany,m,Gotterdammerung,3
United States,"Wagner,Richard",Germany,m,Gotterdammerung,5
United States,"Wagner,Richard",Germany,m,Gotterdammerung,3
United States,"Wagner,Richard",Germany,m,Lohengrin,7
United States,"Wagner,Richard",Germany,m,Parsifal,7
United States,"Wagner,Richard",Germany,m,Parsifal,5
United States,"Wagner,Richard",Germany,m,Parsifal,7
United States,"Wagner,Richard",Germany,m,Siegfried,3
United States,"Wagner,Richard",Germany,m,Siegfried,3
United States,"Wagner,Richard",Germany,m,Siegfried,1
United States,"Wagner,Richard",Germany,m,Siegfried,4
United States,"Wagner,Richard",Germany,m,Siegfried,5
United States,"Wagner,Richard",Germany,m,Siegfried,3
United States,"Wagner,Richard",Germany,m,Siegfried,3
United States,"Wagner,Richard",Germany,m,Tannhauser,7
United States,"Wagner,Richard",Germany,m,Tannhauser,7
United States,"Wagner,Richard",Germany,m,Tristan und Isolde,6
United States,"Wagner,Richard",Germany,m,Tristan und Isolde,5
United States,"Wagner,Richard",Germany,m,Tristan und Isolde,1
United States,"Wagner,Richard",Germany,m,Tristan und Isolde,8
United States,"Wagner,Richard",Germany,m,Tristan und Isolde,2
Uruguay,"Wagner,Richard",Germany,m,Tristan und Isolde,1
Austria,"Wagner,W",Austria,m,Turkenkind,2
Argentina,Wainwright,United States,m,Prima Donna,2
Germany,Wainwright,United States,m,Prima Donna,11
Hong Kong,Wainwright,United States,m,Prima Donna,1
Hungary,Wainwright,United States,m,Prima Donna,1
Australia,Waits,United States,m,The Black Rider,26
Germany,Waits,United States,m,The Black Rider,13
Germany,Waits,United States,m,The Black Rider,16
Germany,Waits,United States,m,Woyzeck,5
Germany,Waits,United States,m,Woyzeck,2
Switzerland,Waits,United States,m,The Black Rider,22
United States,Wallace,United States,m,Hopper's wife,4
United Kingdom,Wallen,United Kingdom,f,Anon,2
United Kingdom,Wallen,United Kingdom,f,Anon,2
United Kingdom,Wallen,United Kingdom,f,Anon,2
United Kingdom,Wallen,United Kingdom,f,Anon,2
United Kingdom,Wallen,United Kingdom,f,Anon,2
Norway,Wallin,Norway,m,Elysium,7
France,Walter,France,m,La jeune fille sans mains,3
Germany,Waltershausen,Germany,m,Oberst Chabert,5
Finland,Walton,United Kingdom,m,The Bear,5
France,Walton,United Kingdom,m,Facade,2
France,Walton,United Kingdom,m,The Bear,2
Ireland,Walton,United Kingdom,m,The Bear,3
Switzerland,Walton,United Kingdom,m,The Bear,1
Switzerland,Walton,United Kingdom,m,The Bear,1
Switzerland,Walton,United Kingdom,m,The Bear,1
Switzerland,Walton,United Kingdom,m,The Bear,1
United Kingdom,Walton,United Kingdom,m,The Bear,1
United Kingdom,Walton,United Kingdom,m,The Bear,2
United States,"Wang,D",United States,m,Scalia/Ginsburg,3
United States,"Wang,D",United States,m,Scalia/Ginsburg,2
Germany,"Ward,R",United States,m,The Crucible,3
Germany,"Ward,R",United States,m,The Crucible,5
United States,"Ward,R",United States,m,The Crucible,9
Ireland,Wargo,United States,m,Losers,2
United States,Wargo,United States,m,Winners,2
Germany,Waschk,Germany,m,Verbrannte Erde,2
Brazil,Waters,United Kingdom,m,Ca Ira,4
Canada,Waters,United Kingdom,m,Another Brick in the Wall,7
United States,Waters,United Kingdom,m,Another Brick in the Wall,5
Germany,"Watkins,H",United Kingdom,m,In the Locked Room,6
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,2
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,2
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,3
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
United Kingdom,"Watkins,H",United Kingdom,m,In the Locked Room,1
Austria,Weber,Germany,m,Der Freischutz,14
Austria,Weber,Germany,m,Der Freischutz,9
Austria,Weber,Germany,m,Der Freischutz,7
Austria,Weber,Germany,m,Der Freischutz,11
Austria,Weber,Germany,m,Der Freischutz,6
Canada,Weber,Germany,m,Der Freischutz,6
Czech Republic,Weber,Germany,m,Der Freischutz,4
Czech Republic,Weber,Germany,m,Der Freischutz,4
Czech Republic,Weber,Germany,m,Der Freischutz,6
Czech Republic,Weber,Germany,m,Der Freischutz,1
Denmark,Weber,Germany,m,Der Freischutz,11
France,Weber,Germany,m,Der Freischutz,4
France,Weber,Germany,m,Der Freischutz,2
France,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Abu Hassan,14
Germany,Weber,Germany,m,Das Waldmadchen,4
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,16
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,9
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,10
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,12
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,13
Germany,Weber,Germany,m,Der Freischutz,7
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,14
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,9
Germany,Weber,Germany,m,Der Freischutz,15
Germany,Weber,Germany,m,Der Freischutz,2
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,7
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,9
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,10
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,7
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,3
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,9
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,4
Germany,Weber,Germany,m,Der Freischutz,9
Germany,Weber,Germany,m,Der Freischutz,8
Germany,Weber,Germany,m,Der Freischutz,16
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,21
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,2
Germany,Weber,Germany,m,Der Freischutz,2
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,1
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,5
Germany,Weber,Germany,m,Der Freischutz,6
Germany,Weber,Germany,m,Der Freischutz,4
