ISO,Country_EN,Zone,Year,Score,Rank,Political Context,Rank_Pol,Economic Context,Rank_Eco,Legal Context,Rank_Leg,Social Context,Rank_Soc,Safety,Rank_Saf,Rank N-1,Rank evolution,Score evolution
MLT,Malta,UE Balkans,2025,62.96,67,44.29,96,51.25,51,65.06,74,65.02,72,89.18,45,73,6,2
MMR,Myanmar,Asie-Pacifique,2022,25.03,176,40.4,149,29.25,155,20.18,178,30.67,174,46.3,180,140,-36,-37.93
MMR,Myanmar,Asie-Pacifique,2023,28.26,173,35.75,164,40.98,120,20.19,175,24.77,174,19.6,180,176,3,
MMR,Myanmar,Asie-Pacifique,2024,24.41,171,22.17,158,31.67,157,18.75,177,30,164,19.48,177,173,2,-3.85
MMR,Myanmar,Asie-Pacifique,2025,25.32,169,23.99,156,32.38,143,18.55,173,36.04,150,15.64,176,171,2,0.91
MNE,Montenegro,Europe - Asie centrale,2022,66.54,63,62.51,62,47.67,66,77.19,47,71,80,74.33,65,104,41,41.22
MNE,Montenegro,UE Balkans,2023,74.28,39,72.13,37,58.04,42,81.51,23,76.48,54,83.25,50,63,24,
MNE,Montenegro,UE Balkans,2024,73.21,40,68.31,33,56.06,43,78.15,32,73.05,52,90.48,31,39,-1,-1.07
MNE,Montenegro,UE Balkans,2025,72.83,37,63.37,40,53.72,44,80.98,26,75.54,44,90.52,38,40,3,-0.38
MNG,Mongolia,Asie-Pacifique,2022,59.17,90,55.48,93,36.18,121,60.37,110,69.55,86,74.27,66,68,-22,-13.66
MNG,Mongolia,Asie-Pacifique,2023,59.33,88,54.66,94,38.95,129,59.61,99,63.95,87,79.49,71,90,2,
MNG,Mongolia,Asie-Pacifique,2024,51.34,109,40.35,118,32.75,151,56.31,107,61.31,91,65.96,105,88,-21,-7.99
MNG,Mongolia,Asie-Pacifique,2025,52.57,102,41.26,106,36.15,116,59.57,94,64.98,73,60.89,112,109,7,1.23
MOZ,Mozambique,Afrique,2022,49.89,116,46.06,123,40.31,100,61.62,105,47.25,153,54.21,118,108,-8,-2.68
MOZ,Mozambique,Afrique,2023,56.13,102,49.17,115,46.51,91,66.98,70,65.28,83,52.73,119,116,14,
MOZ,Mozambique,Afrique,2024,52.42,105,40.76,116,46.18,78,64.18,81,62.3,87,48.68,129,102,-3,-3.71
MOZ,Mozambique,Afrique,2025,52.63,101,39.65,112,40.97,93,63.73,79,65.09,71,53.69,116,105,4,0.21
MRT,Mauritania,Afrique,2022,58.1,97,55.15,94,35.13,125,64.29,94,64.29,106,71.67,76,94,-3,5.47
MRT,Mauritania,Afrique,2023,59.45,86,54.06,96,47.06,88,57.55,105,60.8,96,77.78,78,97,11,
MRT,Mauritania,Afrique,2024,74.2,33,67.23,35,54.05,50,79.06,26,76.98,36,93.65,10,86,53,14.75
MRT,Mauritania,Afrique,2025,67.52,50,57.75,51,49.19,59,73.77,45,67.79,60,89.08,46,33,-17,-6.68
MUS,Mauritius,Afrique,2022,66.07,64,55.58,91,47.81,64,64.16,97,80.29,48,82.5,38,61,-3,-1.45
MUS,Mauritius,Afrique,2023,65.56,63,52.75,104,49.9,70,61.98,91,81.02,39,82.13,58,64,1,
MUS,Mauritius,Afrique,2024,65.55,57,50.43,79,47.4,74,62.88,83,80.12,28,86.9,56,63,6,-0.01
MUS,Mauritius,Afrique,2025,67.31,51,51.35,70,49.55,58,68.35,62,79.58,29,87.71,54,57,6,1.76
MWI,Malawi,Afrique,2022,61.4,80,55.76,90,38.44,110,78.07,43,67.67,93,67.08,89,62,-18,-5.91
MWI,Malawi,Afrique,2023,60.34,82,52.57,106,47.6,83,66.56,72,60.23,98,74.73,84,80,-2,
MWI,Malawi,Afrique,2024,64.46,63,58.78,53,46.06,79,64.96,75,68.12,66,84.39,64,82,19,4.12
MWI,Malawi,Afrique,2025,59.2,76,47.08,85,40.74,96,62.61,84,66.13,66,79.45,85,63,-13,-5.26
MYS,Malaysia,Asie-Pacifique,2022,51.55,113,46.52,122,42.6,88,40.13,155,56,128,72.48,73,119,6,-7.65
MYS,Malaysia,Asie-Pacifique,2023,62.83,73,55.31,89,52.94,57,44.58,138,75.85,60,85.46,38,113,40,
MYS,Malaysia,Asie-Pacifique,2024,52.07,107,44.35,106,45.63,82,34.04,156,52.62,119,83.72,67,73,-34,-10.76
MYS,Malaysia,Asie-Pacifique,2025,56.09,88,44.66,92,48.67,60,46.26,133,62.72,81,78.16,90,107,19,4.02
NAM,Namibia,Afrique,2022,81.84,18,72.97,37,69.8,17,82.98,22,91.6,8,91.84,12,24,6,25.75
NAM,Namibia,Afrique,2023,80.91,22,75.75,29,70.78,21,79.81,29,87.73,18,90.48,22,18,-4,
NAM,Namibia,Afrique,2024,74.16,34,65.46,45,63.37,29,77.08,35,75,43,89.88,34,22,-12,-6.75
NAM,Namibia,Afrique,2025,75.35,28,66.12,32,59.19,31,84.41,13,75.71,43,91.32,29,34,6,1.19
NER,Niger,Afrique,2022,67.8,59,62.3,65,46.73,73,71.75,64,76.5,61,81.69,40,59,0,-7.55
NER,Niger,Afrique,2023,66.84,61,62.68,60,41.6,118,69.54,62,74.03,67,86.35,36,59,-2,
NER,Niger,Afrique,2024,59.71,80,54.35,68,44.58,87,67.69,68,67.5,68,64.42,107,61,-19,-7.13
NER,Niger,Afrique,2025,57.05,83,49.71,78,43.14,79,63.56,80,63.95,75,64.91,110,80,-3,-2.66
NGA,Nigeria,Afrique,2022,46.79,129,45.15,127,36.39,120,53.8,129,69.83,84,28.75,154,120,-9,-10.26
NGA,Nigeria,Afrique,2023,49.56,123,51.96,107,44.12,110,50.54,126,63.8,88,37.38,147,129,6,
NGA,Nigeria,Afrique,2024,51.03,112,47.26,95,41.9,104,61.65,89,62.96,85,41.4,141,123,11,1.47
NGA,Nigeria,Afrique,2025,46.81,122,42.34,100,42.54,81,52.76,115,63.02,79,33.38,152,112,-10,-4.22
NIC,Nicaragua,Am̩riques,2022,37.09,160,37.45,156,38.78,108,31.75,166,49.8,147,27.68,156,121,-39,-9.72
NIC,Nicaragua,Am̩riques,2023,37.09,158,35.81,163,45.49,98,28.21,166,44.32,145,31.65,160,160,2,
NIC,Nicaragua,Am̩riques,2024,29.2,163,17.23,172,34.03,145,30.34,163,36.64,152,27.77,164,158,-5,-7.89
NIC,Nicaragua,Am̩riques,2025,22.83,172,14.76,168,24.84,166,19.88,170,30.08,165,24.6,168,163,-9,-6.37
NLD,Netherlands,Europe - Asie centrale,2022,77.93,28,86.3,12,82.86,4,87.28,7,86.1,27,47.09,125,6,-22,55.1
NLD,Netherlands,UE Balkans,2023,87,6,88.93,7,89.08,2,90.3,3,86.53,24,80.18,67,28,22,
NLD,Netherlands,UE Balkans,2024,87.73,4,88.41,7,84.09,3,87.59,4,87.34,4,91.23,28,6,2,0.73
NLD,Netherlands,UE Balkans,2025,88.64,3,89.95,6,83.85,2,89.69,4,88.05,3,91.64,27,4,1,0.91
NOR,Norway,Europe - Asie centrale,2022,92.65,1,94.89,1,90.38,1,92.23,1,93.71,2,92.03,11,1,0,4.01
NOR,Norway,UE Balkans,2023,95.18,1,96.54,1,92.46,1,94.92,1,95.98,1,95.98,3,1,0,
NOR,Norway,UE Balkans,2024,91.89,1,94.87,1,89.84,1,89.5,2,90.48,1,94.74,7,1,0,-3.29
NOR,Norway,UE Balkans,2025,92.31,1,96.22,1,87.32,1,91.96,1,90.03,2,96.03,2,1,0,0.42
NPL,Nepal,Asie-Pacifique,2022,62.67,76,59.8,75,40.14,102,66.08,89,77.33,59,69.99,83,106,30,-29.64
NPL,Nepal,Asie-Pacifique,2023,57.89,95,58.44,72,44.61,106,66.27,76,61.08,95,59.04,106,76,-19,
NPL,Nepal,Asie-Pacifique,2024,60.52,74,55.46,62,52.92,52,71.41,52,61.43,90,61.41,109,95,21,2.63
NPL,Nepal,Asie-Pacifique,2025,55.2,90,51.86,68,43.11,80,68.63,60,60.88,88,51.52,120,74,-16,-5.32
NZL,New Zealand,Asie-Pacifique,2022,83.54,11,90.15,7,75.26,10,74.78,54,89.75,15,87.76,21,8,-3,28.34
NZL,New Zealand,Asie-Pacifique,2023,84.23,13,89.69,6,77.45,9,78.62,35,84.09,30,91.3,17,11,-2,
NZL,New Zealand,Asie-Pacifique,2024,79.72,19,85.36,13,72.08,12,71.15,54,79.76,29,90.24,32,13,-6,-4.51
NZL,New Zealand,Asie-Pacifique,2025,81.37,16,78.27,20,72.15,10,80.76,29,83.53,14,92.15,23,19,3,1.65
OMN,Oman,Maghreb - Moyen-Orient,2022,35.99,163,32.73,170,23.98,166,18.42,179,45,155,59.82,107,133,-30,-45.38
OMN,Oman,MENA,2023,37.87,155,36.25,161,33.82,156,15.09,179,38.07,155,66.11,97,163,8,
OMN,Oman,MENA,2024,42.52,137,35.88,130,37.74,122,26.78,168,35.7,154,76.51,91,155,18,4.65
OMN,Oman,MENA,2025,42.29,134,33.1,134,40.19,98,266.51,162,31.62,161,79.87,84,137,3,-0.23
PAK,Pakistan,Asie-Pacifique,2022,37.99,157,39.57,152,31.92,143,53.26,131,47.43,152,17.75,168,145,-12,-4.3
PAK,Pakistan,Asie-Pacifique,2023,39.95,150,42.71,139,37.25,136,48.11,130,48.11,140,23.57,176,157,7,
PAK,Pakistan,Asie-Pacifique,2024,33.9,152,29.17,151,33.73,147,42.97,138,37.73,148,25.88,169,150,-2,-6.05
PAK,Pakistan,Asie-Pacifique,2025,29.62,158,25.06,153,26.68,162,37.66,146,33.37,155,25.32,167,152,-6,-4.28
PAN,Panama,Am̩riques,2022,62.78,74,54.24,98,47.45,68,64.04,98,74,72,74.15,67,77,3,33.16
PAN,Panama,Am̩riques,2023,63.67,69,57.5,77,51.63,62,64.47,80,64.77,86,80,70,74,5,
PAN,Panama,Am̩riques,2024,58.55,83,41.18,113,49.83,58,55.13,110,64.68,77,81.94,76,69,-14,-5.12
PAN,Panama,Am̩riques,2025,66.75,53,54.14,62,55.07,42,63.15,82,713.64,53,90,41,83,30,8.2
PER,Peru,Am̩riques,2022,61.75,77,66.97,52,41.84,92,70.61,66,63,110,66.35,92,91,14,-5
PER,Peru,Am̩riques,2023,52.74,110,57.99,75,42.81,115,63.94,84,56.94,116,42,140,77,-33,
PER,Peru,Am̩riques,2024,47.76,125,39.44,121,39.29,118,58.1,98,53.23,117,48.73,128,110,-15,-4.98
PER,Peru,Am̩riques,2025,42.88,130,31.86,138,35.42,124,53.21,114,44.72,136,49.19,122,125,-5,-4.88
PHL,Philippines,Asie-Pacifique,2022,41.84,147,44.44,134,23.13,169,54.97,126,61.83,115,24.83,159,138,-9,-1.04
PHL,Philippines,Asie-Pacifique,2023,46.21,132,43.96,135,40.2,122,52.2,120,57.39,114,37.3,148,147,15,
PHL,Philippines,Asie-Pacifique,2024,43.36,134,36.14,128,37.11,126,47.48,130,51.64,122,44.44,132,132,-2,-2.85
PHL,Philippines,Asie-Pacifique,2025,49.57,116,39.62,113,39.58,102,52.4,116,54.69,111,61.57,111,134,18,6.21
PNG,Papua New Guinea,Asie-Pacifique,2022,66.66,62,62.42,63,45.24,77,66.08,89,81.33,44,78.23,51,47,-15,17.09
PNG,Papua New Guinea,Asie-Pacifique,2023,67.62,59,59.58,69,51.31,64,66.35,74,71.97,72,88.89,27,62,3,
PNG,Papua New Guinea,Asie-Pacifique,2024,56.02,91,42.17,111,47.08,75,51.54,117,56.43,109,82.86,73,59,-32,-11.6
PNG,Papua New Guinea,Asie-Pacifique,2025,58.35,78,50.27,74,42.32,85,56.76,102,57.01,101,85.39,69,91,13,2.33
POL,Poland,Europe - Asie centrale,2022,65.64,66,50.95,110,57.41,40,68.95,72,82.53,36,68.33,86,64,-2,7.29
POL,Poland,UE Balkans,2023,67.66,57,50.15,112,55.02,52,69.03,64,78.28,49,85.82,37,66,9,
POL,Poland,UE Balkans,2024,69.17,47,51.63,75,59.46,37,70.19,57,77.38,35,87.2,54,57,10,1.51
POL,Poland,UE Balkans,2025,74.79,31,64.68,35,62.89,27,74.55,43,80.82,25,91.03,32,47,16,5.62
PRK,North Korea,Asie-Pacifique,2022,13.92,180,22.42,179,0,180,22.81,176,12,180,12.38,176,179,-1,-60.87
PRK,North Korea,Asie-Pacifique,2023,21.72,180,26.56,177,21.57,178,22.64,172,46,180,33.25,156,180,0,
PRK,North Korea,Asie-Pacifique,2024,20.66,177,18.04,169,20.59,175,26.82,167,17.27,178,20.57,174,180,3,-1.06
PRK,North Korea,Asie-Pacifique,2025,12.64,179,12.18,176,11.05,180,16.67,176,9.46,180,13.86,179,177,-2,-8.02
PRT,Portugal,Europe - Asie centrale,2022,87.07,7,91.86,4,77.41,9,84.21,18,93.14,3,88.73,18,9,2,74.43
PRT,Portugal,UE Balkans,2023,84.6,9,86.32,13,71.02,20,84.38,13,89.77,11,91.48,16,7,-2,
PRT,Portugal,UE Balkans,2024,85.9,7,91.51,3,72.92,10,83.79,10,88.27,3,93.03,15,9,2,1.3
PRT,Portugal,UE Balkans,2025,84.26,8,88.77,8,65.83,20,86.16,9,86.74,6,93.81,13,7,-1,-1.64
PRY,Paraguay,Am̩riques,2022,58.36,96,54.24,98,31.12,147,75.44,53,65,104,65.99,93,100,4,-25.9
PRY,Paraguay,Am̩riques,2023,55.96,103,57.06,78,42.16,117,70.85,56,61.25,94,48.51,129,96,-7,
PRY,Paraguay,Am̩riques,2024,50.48,115,40.9,114,34.95,139,64.42,78,56.88,108,55.27,119,103,-12,-5.48
PRY,Paraguay,Am̩riques,2025,56.84,84,43.26,98,40.09,100,66.85,70,55.24,107,78.77,88,115,31,6.36
PSE,Palestine,Maghreb - Moyen-Orient,2022,28.98,170,35.45,160,15.82,178,36.4,161,36.5,167,20.74,162,132,-38,-27.86
PSE,Palestine,MENA,2023,37.86,156,40.47,147,40.2,122,44.34,139,36.36,158,27.95,170,170,14,
PSE,Palestine,MENA,2024,31.92,157,31.04,146,33.51,149,39.1,146,35.52,155,20.44,175,156,-1,-5.94
PSE,Palestine,MENA,2025,27.41,163,24.71,154,30.75,152,32.78,156,33.32,156,15.51,177,157,-6,-4.51
QAT,Qatar,Maghreb - Moyen-Orient,2022,49.03,119,59.7,76,46.94,71,43.86,149,42.5,162,52.17,120,128,9,21.62
QAT,Qatar,MENA,2023,55.28,105,53.13,102,50,69,38.21,151,51.14,133,83.93,47,119,14,
QAT,Qatar,MENA,2024,58.48,84,50.56,78,51.39,55,41.9,140,59.9,95,88.66,45,105,21,3.2
QAT,Qatar,MENA,2025,58.25,79,49.73,77,50.82,52,41.84,144,57.99,97,90.87,34,84,5,-0.23
ROU,Romania,Europe - Asie centrale,2022,68.46,56,66.77,53,46.77,72,76.46,49,81.67,40,70.63,79,48,-8,10.21
ROU,Romania,UE Balkans,2023,69.04,53,59.65,68,49.24,73,71.86,53,81.44,36,83.03,51,56,3,
ROU,Romania,UE Balkans,2024,68.45,49,61.92,48,48.2,69,70.54,55,73.38,49,88.2,51,53,4,-0.59
ROU,Romania,UE Balkans,2025,66.42,55,57.44,53,45.17,72,70.79,50,713.58,54,87.34,57,49,-6,-2.03
RUS,Russia,Europe - Asie centrale,2022,38.82,155,36.36,158,34.84,131,44.61,146,51.29,141,27,157,150,-5,-27.6
RUS,Russia,EEAC,2023,34.77,164,32.43,173,36.17,140,34.51,158,38.94,152,31.82,159,155,-9,
RUS,Russia,EEAC,2024,29.86,162,19.88,166,33.72,148,31.43,157,37.28,149,27,168,164,2,-4.91
RUS,Russia,EEAC,2025,24.57,171,12.05,177,32.96,140,23.41,166,30.83,162,23.57,170,162,-9,-5.29
RWA,Rwanda,Afrique,2022,45.18,136,42.12,140,31.89,144,57.89,117,55.25,133,38.76,137,156,20,20.61
RWA,Rwanda,Afrique,2023,46.58,131,40,149,34.8,151,58.87,101,58.33,110,40.91,143,136,5,
RWA,Rwanda,Afrique,2024,40.54,144,35.65,131,32.08,156,54.42,111,50,126,30.56,160,131,-13,-6.04
RWA,Rwanda,Afrique,2025,35.84,146,25.89,148,27.16,161,47.47,127,47.91,127,30.77,156,144,-2,-4.7
SAU,Saudi Arabia,Maghreb - Moyen-Orient,2022,33.71,166,37.27,157,33.67,132,22.37,177,36.5,167,38.75,138,170,4,-2.13
SAU,Saudi Arabia,MENA,2023,32.43,170,37.19,159,33.33,157,21.7,174,30.11,167,39.8,145,166,-4,
SAU,Saudi Arabia,MENA,2024,27.14,166,21.01,161,40.36,111,20.43,173,30.06,163,23.84,173,170,4,-5.29
SAU,Saudi Arabia,MENA,2025,27.94,162,23.83,158,42.28,86,21.35,167,28.47,168,23.74,169,166,4,0.8
SDN,Sudan,Afrique,2022,40.96,151,47.05,120,29.97,151,41.45,153,51,142,35.35,143,159,8,13.02
SDN,Sudan,Afrique,2023,40.83,148,42.08,143,28.43,169,31.45,160,40.15,149,62.05,99,151,3,
SDN,Sudan,Afrique,2024,35.73,149,32.87,141,32.66,152,37.64,149,46.09,138,29.39,161,148,-1,-5.1
SDN,Sudan,Afrique,2025,30.34,156,29.34,143,30.15,156,33.52,155,40.64,143,18.05,172,149,-7,-5.39
SEN,Senegal,Afrique,2022,63.07,73,59.31,79,42.13,90,66.67,86,72.43,76,74.84,62,49,-24,32.73
SEN,Senegal,Afrique,2023,55.82,104,56.43,79,46.08,93,55.66,115,65.42,82,55.51,111,73,-31,
SEN,Senegal,Afrique,2024,55.44,94,52.9,74,44.21,90,62.5,85,65.87,72,51.71,124,104,10,-0.38
SEN,Senegal,Afrique,2025,59.43,74,53.46,63,42.45,84,58.05,99,67.29,62,75.93,95,94,20,3.99
SGP,Singapore,Asie-Pacifique,2022,44.23,139,39.09,153,29.21,156,34.21,163,49.25,148,69.39,84,160,21,-15.2
SGP,Singapore,Asie-Pacifique,2023,47.88,129,38.75,155,42.4,116,27.36,168,51.99,132,78.89,74,139,10,
SGP,Singapore,Asie-Pacifique,2024,47.19,126,35.29,133,35.94,134,30.58,162,49.4,127,84.76,62,129,3,-0.69
SGP,Singapore,Asie-Pacifique,2025,45.78,123,33.16,133,359.94,120,27.66,161,48.77,125,83.3,75,126,3,-1.41
SLE,Sierra Leone,Afrique,2022,71.03,46,73.71,35,50.38,55,78.4,42,77.5,58,75.14,58,75,29,25.25
SLE,Sierra Leone,Afrique,2023,62.55,74,65.45,49,47.9,81,65.9,77,72.24,71,61.27,102,46,-28,
SLE,Sierra Leone,Afrique,2024,64.27,64,54.55,67,43.56,92,69.23,60,72.62,53,81.39,77,74,10,1.72
SLE,Sierra Leone,Afrique,2025,66.36,56,56.48,55,46.03,70,68.96,56,75.15,45,85.17,71,64,8,2.09
SLV,El Salvador,Am̩riques,2022,54.09,112,42.94,137,39.07,107,63.22,101,62.86,111,62.37,100,82,-30,-12.27
SLV,El Salvador,Am̩riques,2023,51.36,115,38.13,157,41.47,119,55.85,114,49.32,137,72.03,89,112,-3,
SLV,El Salvador,Am̩riques,2024,44.01,133,29.21,150,42.23,101,50.3,122,49.27,128,49.04,127,115,-18,-7.35
SLV,El Salvador,Am̩riques,2025,41.19,135,23.95,157,41.11,92,47.2,129,46.26,130,47.4,124,133,-2,-2.82
SOM,Somalia,Afrique,2022,44.01,140,51.03,109,41.22,98,47.72,141,61.8,116,18.27,167,161,21,2.82
SOM,Somalia,Afrique,2023,44.24,141,53.44,98,44.49,108,43.63,142,51.14,133,28.5,169,140,-1,
SOM,Somalia,Afrique,2024,39.4,145,35.99,129,42.01,103,35.58,155,44.84,139,38.56,146,141,-4,-4.84
SOM,Somalia,Afrique,2025,40.49,136,36.53,128,39.15,104,42.4,142,44.83,135,39.53,143,145,9,1.09
SRB,Serbia,Europe - Asie centrale,2022,61.51,79,47.47,118,34.92,129,79.92,34,74.22,71,71.03,78,93,14,21.02
SRB,Serbia,UE Balkans,2023,59.16,91,45.27,133,39.15,128,77.18,41,59.87,103,74.31,85,79,-12,
SRB,Serbia,UE Balkans,2024,54.48,98,33.07,140,36.46,130,70.32,56,53.57,115,78.97,85,91,-7,-4.68
SRB,Serbia,UE Balkans,2025,53.55,96,30.52,141,35.16,125,68.09,63,53.95,113,80.06,82,98,2,-0.93
SSD,South Sudan,Afrique,2022,47.06,128,40.48,148,36.73,118,52.11,134,50.6,143,55.37,114,139,11,-6.49
SSD,South Sudan,Afrique,2023,50.62,118,49.46,114,48.32,78,56.06,110,47.73,141,51.54,123,128,10,
SSD,South Sudan,Afrique,2024,42.57,136,31.34,144,43.75,91,52.04,116,48.21,130,37.52,148,118,-18,-8.05
SSD,South Sudan,Afrique,2025,51.63,109,36.1,129,41.82,89,55.31,107,54.98,108,69.93,104,136,27,9.06
SUR,Suriname,Am̩riques,2022,68.95,52,67.88,51,55.1,44,62.28,102,84,34,75.51,57,19,-33,17.32
SUR,Suriname,Am̩riques,2023,70.62,48,63.13,55,60.78,34,47.17,132,90.91,7,91.11,19,52,4,
SUR,Suriname,Am̩riques,2024,76.11,28,66.67,40,70.66,16,71.79,51,79.56,30,91.87,27,48,20,5.49
SUR,Suriname,Am̩riques,2025,74.49,32,62.37,42,69.66,13,73.13,47,76.59,38,90.71,36,28,-4,-1.62
SVK,Slovakia,Europe - Asie centrale,2022,78.37,27,71.44,41,67.98,22,82.02,26,86.38,26,84.01,34,35,8,3.88
SVK,Slovakia,UE Balkans,2023,83.22,17,78.04,25,75.16,11,82.96,17,89.85,10,90.07,24,27,10,
SVK,Slovakia,UE Balkans,2024,76.03,29,65.52,44,64.84,25,80.53,17,80.85,27,88.39,48,17,-12,-7.19
SVK,Slovakia,UE Balkans,2025,71.93,38,55.14,60,59.6,30,78.49,34,78.27,32,88.14,51,29,-9,-4.1
SVN,Slovenia,Europe - Asie centrale,2022,68.54,54,59.32,78,47.7,65,79.11,39,79.94,50,76.61,56,36,-18,-3.39
SVN,Slovenia,UE Balkans,2023,70.59,50,66.25,47,46.41,92,79.64,30,75.95,59,84.72,40,54,4,
SVN,Slovenia,UE Balkans,2024,72.6,42,67.85,34,49.81,59,81.03,16,73.7,47,90.58,29,50,8,2.01
SVN,Slovenia,UE Balkans,2025,74.06,33,71.63,27,52.49,47,82.54,19,73.85,49,89.78,42,42,9,1.46
SWE,Sweden,Europe - Asie centrale,2022,88.84,3,91.96,3,87.66,2,90.27,3,90.18,12,84.14,32,3,0,14.78
SWE,Sweden,UE Balkans,2023,88.15,4,92.58,3,86.08,3,88.74,4,88.64,14,84.72,40,3,-1,
SWE,Sweden,UE Balkans,2024,88.32,3,91.03,4,85.5,2,90.16,1,82.78,20,92.12,22,4,1,0.17
SWE,Sweden,UE Balkans,2025,88.13,4,90.07,5,82.71,3,90.02,2,84.99,9,92.86,18,3,-1,-0.19
SWZ,Eswatini,Afrique,2022,46.42,131,41.31,142,35.03,127,43.86,149,50.5,144,61.4,103,141,10,-41.71
SWZ,Eswatini,Afrique,2023,52.66,111,46.61,126,43.98,111,45.28,137,56.01,122,71.44,91,131,20,
SWZ,Eswatini,Afrique,2024,58.31,85,49.13,84,41.25,106,47.31,131,64.29,78,89.58,38,111,26,5.65
SWZ,Eswatini,Afrique,2025,52.86,98,44.89,91,34.92,129,43.39,140,59.58,91,81.52,79,85,-13,-5.45
SYC,Seychelles,Afrique,2022,83.33,13,80.45,19,69.13,18,85.31,13,90.25,11,91.5,13,52,39,30.47
SYC,Seychelles,Afrique,2023,75.71,34,74.38,32,59.41,38,76.98,43,80.23,41,87.56,32,13,-21,
SYC,Seychelles,Afrique,2024,73.75,37,67.1,37,59.79,35,74.23,43,75,43,92.62,17,34,-3,-1.96
SYC,Seychelles,Afrique,2025,68.56,45,59.01,48,56.11,39,71.01,49,69.82,58,86.84,60,37,-8,-5.19
SYR,Syria,Maghreb - Moyen-Orient,2022,28.94,171,33.51,166,27.62,160,33.58,164,36.57,166,13.39,175,173,2,-39.62
SYR,Syria,MENA,2023,27.22,175,33.65,169,25.49,174,24.34,170,29.55,171,23.07,177,171,-4,
SYR,Syria,MENA,2024,17.41,179,14.35,177,19.69,177,23.75,171,17.72,177,11.55,180,175,-4,-9.81
SYR,Syria,MENA,2025,15.82,177,14,170,14.39,179,16.01,177,19.64,173,15.08,178,179,2,-1.59
TCD,Chad,Afrique,2022,56.18,104,55.88,89,43.27,85,60.35,111,63.2,109,58.21,110,123,19,40.36
TCD,Chad,Afrique,2023,53.73,109,53.3,101,52.94,57,58.63,102,69.16,75,34.62,154,104,-5,
TCD,Chad,Afrique,2024,54.81,96,48.73,86,43.49,93,61.06,91,63.1,84,57.67,114,109,13,1.08
TCD,Chad,Afrique,2025,51.89,108,48.67,80,43.75,78,59.1,96,64.5,74,43.4,138,96,-12,-2.92
TGO,Togo,Afrique,2022,57.17,100,57.52,84,41.73,94,61.93,104,69.5,87,55.15,116,74,-26,5.28
TGO,Togo,Afrique,2023,63.06,70,54.5,95,46.86,89,60.19,96,69.32,74,84.45,44,100,30,
TGO,Togo,Afrique,2024,50.89,113,44.38,105,42.27,100,51.2,119,59.82,96,56.76,116,70,-43,-12.17
TGO,Togo,Afrique,2025,48.03,121,38.18,121,36.01,119,46.85,130,58.25,96,60.87,113,113,-8,-2.86
THA,Thailand,Asie-Pacifique,2022,50.15,115,58.99,81,45.24,77,47.37,142,53.67,137,45.5,127,137,22,2.12
THA,Thailand,Asie-Pacifique,2023,55.24,106,59.53,70,51.47,63,51.42,124,56.25,120,57.54,109,115,9,
THA,Thailand,Asie-Pacifique,2024,58.12,87,54.35,68,48.54,65,50.58,121,54.52,112,82.62,74,106,19,2.88
THA,Thailand,Asie-Pacifique,2025,56.72,85,51.87,67,45.94,71,49.61,119,55.36,106,80.79,80,87,2,-1.4
TJK,Tajikistan,Europe - Asie centrale,2022,40.26,152,33.79,164,29.85,152,48.68,139,46,154,42.96,132,162,10,-16.46
TJK,Tajikistan,EEAC,2023,39.06,153,34.17,167,37.09,137,51.57,123,36.17,160,36.3,149,152,-1,
TJK,Tajikistan,EEAC,2024,33.31,155,27.26,153,31.64,159,38.34,147,30.21,161,39.1,145,153,-2,-5.75
TJK,Tajikistan,EEAC,2025,32.21,153,23.06,160,28.91,159,37.64,147,32.83,158,38.6,146,155,2,-1.1
TKM,Turkmenistan,Europe - Asie centrale,2022,25.01,177,25,178,11.73,179,29.61,169,23,178,35.69,142,178,1,-7.2
TKM,Turkmenistan,EEAC,2023,25.82,176,23.25,180,20.39,179,29.62,165,9.32,179,46.53,132,177,1,
TKM,Turkmenistan,EEAC,2024,22.01,175,13.22,178,17.88,180,30.93,160,15.67,180,32.32,158,176,1,-3.81
TKM,Turkmenistan,EEAC,2025,19.14,174,7.63,180,15.9,176,31.94,159,13,178,27.24,164,175,1,-2.87
TLS,East Timor,Asie-Pacifique,2022,81.89,17,85.45,14,68.71,20,85.96,11,75.67,65,93.65,5,71,54,62.75
TLS,East Timor,Asie-Pacifique,2023,84.49,10,81.88,20,74.51,13,83.02,15,87.12,20,95.93,4,17,7,
TLS,East Timor,Asie-Pacifique,2024,78.92,20,76.09,22,65.36,23,73.08,45,85.71,9,94.35,8,10,-10,-5.57
TLS,East Timor,Asie-Pacifique,2025,71.79,39,61.44,44,50.61,53,78.51,33,75.85,42,92.54,20,20,-19,-7.13
TON,Tonga,Asie-Pacifique,2022,69.74,49,69.7,48,53.06,47,66.67,86,69.5,87,89.8,15,46,-3,-2.05
TON,Tonga,Asie-Pacifique,2023,71.29,44,70.31,42,56.86,46,60.38,95,75,63,93.89,9,49,5,
TON,Tonga,Asie-Pacifique,2024,70.11,45,66.52,41,57.92,40,61.35,90,71.43,55,93.33,11,44,-1,-1.18
TON,Tonga,Asie-Pacifique,2025,68.39,46,59.19,46,53.1,46,62.45,85,74.26,48,92.96,17,45,-1,-1.72
